dataset_row,source_row_key,tweet_id,dataset_id_raw,tweet_url,language_recorded,original_has_devanagari,text_original,text_translated,text_for_current_parser,audit_class,possible_spatial_meaning_change,possible_toponym_change,possible_spatial_relation_change,severe_inspected,requires_manual_inspection,review_level,review_note,discrepancy_tags,known_original_toponyms,latin_dictionary_mentions_original,latin_dictionary_mentions_parser,unmatched_original_toponyms,possible_mention_count_loss,relation_flags,existing_address,existing_locations,existing_lat,existing_lon,existing_confidence
4773,16532,1104930770865586176,1.10E+18,https://twitter.com/dtptraffic/status/1104930770865586176,hi,True,Traffic Alert शास्त्री पार्क रेड लाइट पर एक HTV पलट गया है जिसके कारण खजुरी से जीरो पुस्ता और ISBT से शाहदरा जाने वाले मार्ग पर यातायात बाधित रहेगा|,"An HTV has been reversed on the Shastri Park Red Light, due to which traffic will be blocked on the route from Zorro to Zero Pasta and ISBT.","An HTV has been reversed on the Shastri Park Red Light, due to which traffic will be blocked on the route from Zorro to Zero Pasta and ISBT.",POSSIBLE_TOPONYM_CHANGE,True,True,False,False,True,automated_screen,,,"[{""canonical"": ""Khajuri"", ""surface"": ""खजुरी""}]","[""ISBT""]","[""Shastri Park"", ""ISBT""]",Khajuri,,,"Shastri Park, NH9, Seelampur, North East Delhi, Delhi, 420420, India","Shastri,  Shastri Park,  Park,  Park Red,  Red,  Light,  Pasta,  ISBT",28.6684668,77.2505408,7
4774,16534,1104749740783255552,1.10E+18,https://twitter.com/dtptraffic/status/1104749740783255552,hi,True,Traffic Alert विकाश मार्ग से अक्षरधाम रेलवे फ्लाईओवर उतरते ही एक कार में आग लगने के कारण यातायात बाधित है| पुस्ता रोड के प्रयोग से बचे| मदर डेयरी जाने के लिए वैकल्पिक मार्ग का उपयोग करे|,traffic is obstructed due to fire in a car as soon as the Akshardham railway flyover is being developed. Survivor of Pusta Road. Use an alternate route to go to Mother Dairy.,traffic is obstructed due to fire in a car as soon as the Akshardham railway flyover is being developed. Survivor of Pusta Road. Use an alternate route to go to Mother Dairy.,UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,"[{""canonical"": ""Akshardham"", ""surface"": ""अक्षरधाम""}]",[],"[""Akshardham"", ""flyover"", ""Pusta Road"", ""Mother Dairy""]",,,,"Swaminarayan's Akshardham Temple, NH24 Bypass, Anand Vihar, East Delhi, Delhi, 110091, India","Akshardham,  Pusta,  Pusta Road,  Mother,  Mother Dairy,  Dairy",28.61251665,77.2773184,10
4775,16538,1104667675580604418,1.10E+18,https://twitter.com/dtptraffic/status/1104667675580604418,en,False,Traffic Alert Road from Kranti Chowk to Maurice Nagar is closed for traffic movement due to ongoing work by Delhi Jal Board near Ramjas College. Kindly avoid the stretch.,Road from Kranti Chowk to Maurice Nagar is closed for traffic movement due to ongoing work by Delhi Jal Board near Ramjas College. Kindly avoid the stretch.,Road from Kranti Chowk to Maurice Nagar is closed for traffic movement due to ongoing work by Delhi Jal Board near Ramjas College. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Maurice Nagar"", ""Delhi Jal Board"", ""Ramjas College""]","[""Maurice Nagar"", ""Delhi Jal Board"", ""Ramjas College""]",,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Kranti,  Kranti Chowk,  Chowk,  Maurice,  Maurice Nagar,  Delhi,  Delhi Jal,  Delhi Jal Board,  Jal,  Jal Board,  Board,  Ramjas,  Ramjas College,  College",28.6562654,77.2299093,7
4776,16541,1104550569518149632,1.10E+18,https://twitter.com/dtptraffic/status/1104550569518149632,hi,True,"Traffic Alert राधा स्वामी सत्संग की वजह से दिनांक 08 से10 मार्च सुबह 4 बजे से दोपहर 2 बजे तक M.G रोड ,अरबिंदो मार्ग,100 फुटा रोड ,अनुव्रत मार्ग ,CDR चौक पर यातायात बाधित रहेगा |","due to Radha Swami Satsang, traffic will be obstructed on 08.01.2015 from 4 am to 2 pm on M.G Road, Aurobindo Marg, 100 Futa Road, Anrutta Marg, CDR Chowk.","due to Radha Swami Satsang, traffic will be obstructed on 08.01.2015 from 4 am to 2 pm on M.G Road, Aurobindo Marg, 100 Futa Road, Anrutta Marg, CDR Chowk.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,"[{""canonical"": ""Aurobindo"", ""surface"": ""अरबिंदो""}]",[],"[""Radha Swami Satsang"", ""Aurobindo Marg""]",,,,"Radha Swami Satsang, SSN Marg, Harswaroop Colony, Bhati Kalan, South Delhi, Delhi, 110074, India","Radha,  Radha Swami,  Radha Swami Satsang,  Swami,  Swami Satsang,  Satsang,  MG,  MG Road,  Aurobindo,  Aurobindo Marg,  Marg,  Marg,  CDR,  CDR Chowk,  Chowk",28.4421253,77.191658,10
4777,16553,1104255904805863425,1.10E+18,https://twitter.com/dtptraffic/status/1104255904805863425,en,False,Traffic Alert Obstruction in traffic in the carriageway from Badarpur towards Mehrauli due to breakdown of a DTC bus near Vayusena Marg. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Badarpur towards Mehrauli due to breakdown of a DTC bus near Vayusena Marg. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Badarpur towards Mehrauli due to breakdown of a DTC bus near Vayusena Marg. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Badarpur"", ""Mehrauli""]","[""Badarpur"", ""Mehrauli""]",,,,"Badarpur, South East Delhi, Delhi, India","Badarpur,  Mehrauli,  DTC,  Marg",28.5036998,77.30198038,8
4778,16556,1104248548571246594,1.10E+18,https://twitter.com/dtptraffic/status/1104248548571246594,en,False,"Traffic Alert Traffic will remain heavy at Mehrauli, Aurbindo Marg, Bhati Mines, M.G Road and 100 feet road Vasant Kunj due to Radha Soami Satsang Programme. Kindly avoid the stretch.","Traffic will remain heavy at Mehrauli, Aurbindo Marg, Bhati Mines, M.G Road and 100 feet road Vasant Kunj due to Radha Soami Satsang Programme. Kindly avoid the stretch.","Traffic will remain heavy at Mehrauli, Aurbindo Marg, Bhati Mines, M.G Road and 100 feet road Vasant Kunj due to Radha Soami Satsang Programme. Kindly avoid the stretch.",BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mehrauli"", ""Bhati Mines"", ""Vasant Kunj"", ""Radha Soami Satsang""]","[""Mehrauli"", ""Bhati Mines"", ""Vasant Kunj"", ""Radha Soami Satsang""]",,,,"New Delhi, Bhavbhuti Marg, Paharganj, Delhi, Central Delhi, Delhi, 110055, India","Mehrauli,  Marg,  Bhati,  Bhati Mines,  Mines,  MG,  MG Road,  Vasant,  Vasant Kunj,  Kunj,  Radha,  Soami,  Satsang,  Programme",28.6419258,77.2217499,7
4779,16565,1104015003177238528,1.10E+18,https://twitter.com/dtptraffic/status/1104015003177238528,en,False,Traffic Alert Traffic is heavy in the carriageway from Laxmi Nagar towards Mother Dairy due to breakdown of a DTC bus No. DLPC 9741 on Railway line flyover. Kindly avoid the stretch.,Traffic is heavy in the carriageway from Laxmi Nagar towards Mother Dairy due to breakdown of a DTC bus No. DLPC 9741 on Railway line flyover. Kindly avoid the stretch.,Traffic is heavy in the carriageway from Laxmi Nagar towards Mother Dairy due to breakdown of a DTC bus No. DLPC 9741 on Railway line flyover. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Laxmi Nagar"", ""Mother Dairy"", ""flyover""]","[""Laxmi Nagar"", ""Mother Dairy"", ""flyover""]",,,,"Laxmi Bai Nagar, New Delhi, Delhi, India","Laxmi,  Laxmi Nagar,  Mother,  Mother Dairy,  Dairy,  DTC,  No,  Railway",28.576794,77.2062778,7
4780,16569,1104006925170155523,1.10E+18,https://twitter.com/dtptraffic/status/1104006925170155523,en,False,Traffic Alert Traffic is heavy in the carriageway from Punjabi Bagh towards Rajouri Garden due to breakdown of a bus on Punjabi Bagh (single flyover). Kindly avoid the stretch.,Traffic is heavy in the carriageway from Punjabi Bagh towards Rajouri Garden due to breakdown of a bus on Punjabi Bagh (single flyover). Kindly avoid the stretch.,Traffic is heavy in the carriageway from Punjabi Bagh towards Rajouri Garden due to breakdown of a bus on Punjabi Bagh (single flyover). Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Punjabi Bagh"", ""Rajouri Garden"", ""Punjabi Bagh"", ""flyover""]","[""Punjabi Bagh"", ""Rajouri Garden"", ""Punjabi Bagh"", ""flyover""]",,,,"Punjabi Bagh, West Delhi, Delhi, India","Punjabi,  Punjabi Bagh,  Bagh,  Rajouri,  Rajouri Garden,  Garden,  Punjabi,  Punjabi Bagh,  Bagh",28.668945,77.1324614,7
4781,16572,1103925134266576902,1.10E+18,https://twitter.com/dtptraffic/status/1103925134266576902,en,False,Traffic Alert Traffic is heavy from Maurice Nagar towards Patel Chest due to function at Shri Ram College of Commerce . Kindly avoid the stretch.,Traffic is heavy from Maurice Nagar towards Patel Chest due to function at Shri Ram College of Commerce . Kindly avoid the stretch.,Traffic is heavy from Maurice Nagar towards Patel Chest due to function at Shri Ram College of Commerce . Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Maurice Nagar"", ""Patel Chest"", ""Shri Ram College of Commerce""]","[""Maurice Nagar"", ""Patel Chest"", ""Shri Ram College of Commerce""]",,,,"Maurice Nagar, Delhi, Central Delhi, Delhi, India","Maurice,  Maurice Nagar,  Patel,  Patel Chest,  Chest,  Shri,  Shri Ram,  Ram,  Ram College,  College,  Commerce",28.6870751,77.2039264,8
4782,16586,1103693975070732289,1.10E+18,https://twitter.com/dtptraffic/status/1103693975070732289,en,False,Traffic Alert Obstruction in traffic in the carriageway from Jafrabad towards Mojpur Chowk due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Jafrabad towards Mojpur Chowk due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Jafrabad towards Mojpur Chowk due to ongoing work by DJB. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],[],[],,,,"Chandni Chowk, Dharampura, Chandni Chowk, Old Delhi, Delhi, Central Delhi, Delhi, 110006, India","Chowk,  DJB",28.6562654,77.2299093,7
4783,16588,1103680235101335553,1.10E+18,https://twitter.com/dtptraffic/status/1103680235101335553,en,False,Traffic Alert Traffic is heavy from Bijwasan towards Najafgarh due to ongoing road construction work by PWD on Bamnoli road. Kindly avoid the stretch,Traffic is heavy from Bijwasan towards Najafgarh due to ongoing road construction work by PWD on Bamnoli road. Kindly avoid the stretch,Traffic is heavy from Bijwasan towards Najafgarh due to ongoing road construction work by PWD on Bamnoli road. Kindly avoid the stretch,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Bijwasan"", ""Najafgarh"", ""PWD"", ""Bamnoli""]","[""Bijwasan"", ""Najafgarh"", ""PWD"", ""Bamnoli""]",,,,"Bijwasan, South West Delhi, Delhi, India","Bijwasan,  Najafgarh,  PWD,  Bamnoli",28.5348303,77.0534531,7
4784,16591,1103630133586362368,1.10E+18,https://twitter.com/dtptraffic/status/1103630133586362368,en,False,Traffic Alert Obstruction in traffic in the carriageway from Ashram towards Badarpur due to breakdown of an LGV near New Friends colony red light. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Ashram towards Badarpur due to breakdown of an LGV near New Friends colony red light. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Ashram towards Badarpur due to breakdown of an LGV near New Friends colony red light. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ashram"", ""Badarpur"", ""New Friends colony""]","[""Ashram"", ""Badarpur"", ""New Friends colony""]",,,,"Ashram, South East Delhi, Delhi, India","Ashram,  Badarpur,  New,  New Friends,  Friends",28.57517675,77.25693154,9
4785,16594,1103604883670745088,1.10E+18,https://twitter.com/dtptraffic/status/1103604883670745088,en,False,Traffic Alert Obstruction in traffic in the carriageway from Malka Ganj due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Malka Ganj due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Malka Ganj due to ongoing work by DJB. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Malka Ganj""]","[""Malka Ganj""]",,,,"Deputy Ganj, Old Delhi, Delhi, Central Delhi, Delhi, India","Ganj,  DJB",28.6597855,77.21229552,9
4786,16596,1103596202678018048,1.10E+18,https://twitter.com/dtptraffic/status/1103596202678018048,en,False,Traffic Alert Obstruction in traffic in the carriageway from Bhinder point towards Safdarjung Chowk due to demonstration. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Bhinder point towards Safdarjung Chowk due to demonstration. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Bhinder point towards Safdarjung Chowk due to demonstration. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Safdarjung""]","[""Safdarjung""]",,,,"Safdarjung, New Delhi, Delhi, 110011, India","Safdarjung,  Chowk",28.5929662,77.210903,10
4787,16598,1103571677785526273,1.10E+18,https://twitter.com/dtptraffic/status/1103571677785526273,en,False,Traffic Alert Traffic is heavy in the carriageway from Rohini towards Bawana via Pooth Kalan due to ongoing work by PWD at Rohini sector 4.,Traffic is heavy in the carriageway from Rohini towards Bawana via Pooth Kalan due to ongoing work by PWD at Rohini sector 4.,Traffic is heavy in the carriageway from Rohini towards Bawana via Pooth Kalan due to ongoing work by PWD at Rohini sector 4.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rohini"", ""Bawana"", ""PWD"", ""Rohini"", ""sector 4""]","[""Rohini"", ""Bawana"", ""PWD"", ""Rohini"", ""sector 4""]",,,,"Bawana, North Delhi, Delhi, India","Rohini,  Bawana,  Kalan,  PWD,  Rohini",28.79966,77.0328847,7
4788,16600,1103344337113346048,1.10E+18,https://twitter.com/dtptraffic/status/1103344337113346048,en,False,Traffic Alert Obstruction in traffic in the carriageway from Shastri Park towards Seelampur due to ongoing work by PWD near Dharampura red light. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Shastri Park towards Seelampur due to ongoing work by PWD near Dharampura red light. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Shastri Park towards Seelampur due to ongoing work by PWD near Dharampura red light. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Shastri Park"", ""Seelampur"", ""PWD"", ""Dharampura""]","[""Shastri Park"", ""Seelampur"", ""PWD"", ""Dharampura""]",,,,"Shastri Park, NH9, Seelampur, North East Delhi, Delhi, 420420, India","Shastri,  Shastri Park,  Park,  Seelampur,  PWD,  Dharampura",28.6684668,77.2505408,7
4789,16603,1103281643316379653,1.10E+18,https://twitter.com/dtptraffic/status/1103281643316379653,en,False,Traffic Alert Obstruction in traffic in the carriageway from Nawada towards Uttam Nagar West Metro Station due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Nawada towards Uttam Nagar West Metro Station due to ongoing work by DJB. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Nawada towards Uttam Nagar West Metro Station due to ongoing work by DJB. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Nawada"", ""Uttam Nagar West""]","[""Nawada"", ""Uttam Nagar West""]",,,,"Nawada, Shivaji Marg, Nawada, Vikaspuri, West Delhi, Delhi, 110059, India","Nawada,  Uttam,  Uttam Nagar,  Uttam Nagar West,  Nagar West,  Nagar West Metro,  West,  West Metro,  West Metro Station,  Metro,  Metro Station,  Station,  DJB",28.6202562,77.0450835,7
4790,16607,1103143487845752832,1.10E+18,https://twitter.com/dtptraffic/status/1103143487845752832,en,False,Traffic Alert Obstruction in traffic in the carriageway from Bhikaji Cama Place towards Leela Hotel due to breakdown of a truck.Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Bhikaji Cama Place towards Leela Hotel due to breakdown of a truck.Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Bhikaji Cama Place towards Leela Hotel due to breakdown of a truck.Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Bhikaji Cama Place"", ""Leela""]","[""Bhikaji Cama Place"", ""Leela""]",,,,"Bhikaji Cama Place, New Delhi, Delhi, India","Bhikaji,  Bhikaji Cama,  Bhikaji Cama Place,  Cama,  Cama Place,  Leela,  Leela Hotel,  Hotel",28.56790025,77.18701648,8
4791,16608,1103136500533755906,1.10E+18,https://twitter.com/dtptraffic/status/1103136500533755906,en,False,Traffic Alert Breakdown truck has been removed from Mundka red light.,Breakdown truck has been removed from Mundka red light.,Breakdown truck has been removed from Mundka red light.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mundka""]","[""Mundka""]",,,,"Mundka, West Delhi, Delhi, India",Mundka,28.6803941,77.0304255,7
4792,16609,1103126982554841088,1.10E+18,https://twitter.com/dtptraffic/status/1103126982554841088,en,False,Traffic alert Obstruction in traffic in the carriageway from Punjabi Bagh towards Raja garden due to breakdown of a truck .Kindly avoid the stretch.,Traffic alert Obstruction in traffic in the carriageway from Punjabi Bagh towards Raja garden due to breakdown of a truck .Kindly avoid the stretch.,Traffic alert Obstruction in traffic in the carriageway from Punjabi Bagh towards Raja garden due to breakdown of a truck .Kindly avoid the stretch.,IDENTICAL_TEXT,False,False,False,False,False,automated_screen,,,[],"[""Punjabi Bagh"", ""Raja garden""]","[""Punjabi Bagh"", ""Raja garden""]",,,,"Punjabi Bagh, West Delhi, Delhi, India","Punjabi,  Punjabi Bagh,  Bagh,  Raja",28.668945,77.1324614,7
4793,16612,1103125329428668416,1.10E+18,https://twitter.com/dtptraffic/status/1103125329428668416,en,False,Traffic alert Obstruction in traffic in the carriageway from Bahadurgarh towards Mundka due to breakdown of a truck near Mundka red light .Kindly avoid the stretch.,Traffic alert Obstruction in traffic in the carriageway from Bahadurgarh towards Mundka due to breakdown of a truck near Mundka red light .Kindly avoid the stretch.,Traffic alert Obstruction in traffic in the carriageway from Bahadurgarh towards Mundka due to breakdown of a truck near Mundka red light .Kindly avoid the stretch.,IDENTICAL_TEXT,False,False,False,False,False,automated_screen,,,[],"[""Bahadurgarh"", ""Mundka"", ""Mundka""]","[""Bahadurgarh"", ""Mundka"", ""Mundka""]",,,,"Mundka, West Delhi, Delhi, India","Bahadurgarh,  Mundka,  Mundka",28.6803941,77.0304255,7
4794,16613,1102949769515655170,1.10E+18,https://twitter.com/dtptraffic/status/1102949769515655170,en,False,Traffic Alert Traffic will remain heavy in the carriageway from Madhuban Chowk towards Shivaji Market due to ongoing work by Delhi Jal Board. Kindly avoid the stretch.,Traffic will remain heavy in the carriageway from Madhuban Chowk towards Shivaji Market due to ongoing work by Delhi Jal Board. Kindly avoid the stretch.,Traffic will remain heavy in the carriageway from Madhuban Chowk towards Shivaji Market due to ongoing work by Delhi Jal Board. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Madhuban Chowk"", ""Delhi Jal Board""]","[""Madhuban Chowk"", ""Delhi Jal Board""]",,,,"Madhuban, East Delhi, Delhi, India","Madhuban,  Madhuban Chowk,  Chowk,  Shivaji,  Shivaji Market,  Market,  Delhi,  Delhi Jal,  Delhi Jal Board,  Jal,  Jal Board,  Board",28.6302111,77.28737241,8
4795,16617,1102839718624952320,1.10E+18,https://twitter.com/dtptraffic/status/1102839718624952320,en,False,Traffic Alert Traffic is heavy on Ring Road from Dhaula Kuan towards AIIMS (Both carrigeways) due to breakdown of a bus near RTR Moti Bagh sec 12 T-Point. Kindly avoid the stretch.,Traffic is heavy on Ring Road from Dhaula Kuan towards AIIMS (Both carrigeways) due to breakdown of a bus near RTR Moti Bagh sec 12 T-Point. Kindly avoid the stretch.,Traffic is heavy on Ring Road from Dhaula Kuan towards AIIMS (Both carrigeways) due to breakdown of a bus near RTR Moti Bagh sec 12 T-Point. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ring Road"", ""Dhaula Kuan"", ""AIIMS"", ""Moti Bagh"", ""T-Point""]","[""Ring Road"", ""Dhaula Kuan"", ""AIIMS"", ""Moti Bagh"", ""T-Point""]",,,,"Dhaula Kuan Enclave II, Delhi Cantonment, New Delhi, Delhi, India","Dhaula,  Dhaula Kuan,  Kuan,  AIIMS,  Moti,  Moti Bagh,  Bagh",28.60067635,77.16468537,7
4796,16620,1102516542548426752,1.10E+18,https://twitter.com/dtptraffic/status/1102516542548426752,en,False,Traffic Alert Traffic is heavy from Chhatarpur towards Bhatti Mines. Kindly avoid the stretch.,Traffic is heavy from Chhatarpur towards Bhatti Mines. Kindly avoid the stretch.,Traffic is heavy from Chhatarpur towards Bhatti Mines. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Chhatarpur""]","[""Chhatarpur""]",,,,"Chhatarpur, Anuvrat Marg, Chattarpur Farms, Lado Sarai, Mehrauli, South Delhi, Delhi, 110074, India","Chhatarpur,  Mines",28.5067092,77.1750271,7
4797,16621,1102515597470969856,1.10E+18,https://twitter.com/dtptraffic/status/1102515597470969856,en,False,Traffic Alert Traffic is heavy from Airport towards Andheria Mor and Vasant Kunj towards CDR Chowk. Kindly avoid the stretch.,Traffic is heavy from Airport towards Andheria Mor and Vasant Kunj towards CDR Chowk. Kindly avoid the stretch.,Traffic is heavy from Airport towards Andheria Mor and Vasant Kunj towards CDR Chowk. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Airport"", ""Vasant Kunj""]","[""Airport"", ""Vasant Kunj""]",,,,"Dwarka Mor, Shivaji Marg, Nawada, Vikaspuri, West Delhi, Delhi, 110059, India","Airport,  Andheria,  Mor,  Vasant,  Vasant Kunj,  Kunj,  CDR,  CDR Chowk,  Chowk",28.6192912,77.0332835,7
4798,16625,1102425973126057984,1.10E+18,https://twitter.com/dtptraffic/status/1102425973126057984,en,False,Traffic Alert Obstruction in traffic in the carriageway from Nangloi towards Najafgarh due to breakdown of a truck near water tank.,Obstruction in traffic in the carriageway from Nangloi towards Najafgarh due to breakdown of a truck near water tank.,Obstruction in traffic in the carriageway from Nangloi towards Najafgarh due to breakdown of a truck near water tank.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Nangloi"", ""Najafgarh""]","[""Nangloi"", ""Najafgarh""]",,,,"Nangloi, West Delhi, Delhi, 110041, India","Nangloi,  Najafgarh",28.6787059,77.0671807,7
4799,16626,1102415128174063617,1.10E+18,https://twitter.com/dtptraffic/status/1102415128174063617,en,False,Traffic Alert Obstruction in traffic in the carriageway from Mahipalpur towards Gurugram due to heavy gathering of devotees at Shiv Murti temple. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Mahipalpur towards Gurugram due to heavy gathering of devotees at Shiv Murti temple. Kindly avoid the stretch.,Obstruction in traffic in the carriageway from Mahipalpur towards Gurugram due to heavy gathering of devotees at Shiv Murti temple. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mahipalpur"", ""Gurugram"", ""temple""]","[""Mahipalpur"", ""Gurugram"", ""temple""]",,,,"Mahipalpur, Rangpuri, New Delhi, Delhi, 110037, India","Mahipalpur,  Gurugram,  Shiv,  Murti",28.5444849,77.1256912,7
4800,16629,1102155251778383873,1.10E+18,https://twitter.com/dtptraffic/status/1102155251778383873,en,False,Traffic Alert Obstruction in traffic in the carriageway from Bhajanpura towards Khajuri Chowk due to breakdown of a bus.,Obstruction in traffic in the carriageway from Bhajanpura towards Khajuri Chowk due to breakdown of a bus.,Obstruction in traffic in the carriageway from Bhajanpura towards Khajuri Chowk due to breakdown of a bus.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Bhajanpura"", ""Khajuri""]","[""Bhajanpura"", ""Khajuri""]",,,,"Bhajanpura, North East Delhi, Delhi, 110053, India","Bhajanpura,  Khajuri,  Chowk",28.701012,77.2609711,7
4801,16631,1102065323379851264,1.10E+18,https://twitter.com/dtptraffic/status/1102065323379851264,en,False,Traffic Alert Sansad Marg is closed in the carriageway from Patel Chowk towards Tolstoy chowk due to demonstration. Kindly avoid the stretch.,Sansad Marg is closed in the carriageway from Patel Chowk towards Tolstoy chowk due to demonstration. Kindly avoid the stretch.,Sansad Marg is closed in the carriageway from Patel Chowk towards Tolstoy chowk due to demonstration. Kindly avoid the stretch.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg"", ""Patel Chowk""]","[""Sansad Marg"", ""Patel Chowk""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg,  Patel,  Patel Chowk,  Chowk,  Tolstoy",28.6171875,77.2078082,9
4802,16637,1102052217299890176,1.10E+18,https://twitter.com/dtptraffic/status/1102052217299890176,en,False,Traffic Alert Obstruction in traffic on SP Marg(Manas Marg crossing) in the carriageway from 11 Murti towards Dhaula kuan due to water logging.,Obstruction in traffic on SP Marg(Manas Marg crossing) in the carriageway from 11 Murti towards Dhaula kuan due to water logging.,Obstruction in traffic on SP Marg(Manas Marg crossing) in the carriageway from 11 Murti towards Dhaula kuan due to water logging.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dhaula kuan""]","[""Dhaula kuan""]",,,,"New Delhi, Bhavbhuti Marg, Paharganj, Delhi, Central Delhi, Delhi, 110055, India","SP,  SP Marg,  Marg,  Manas,  Manas Marg,  Marg,  Murti,  Dhaula",28.6419258,77.2217499,7
4803,16640,1101885310361845760,1.10E+18,https://twitter.com/dtptraffic/status/1101885310361845760,hi,True,"Traffic Alert मथुरा रोड ,भैरों रोड पॉइंट से रिंग रोड जाने वाले मार्ग में भैरों मार्ग पर रात 11 बजे से सुबह 4 बजे तक L &T वाले रोड रिपेयरिंग का कार्य करेंगे |यातायात को U टर्न देकर निकला जायेगा | कृपया इस मार्ग के प्रयोग से बचें |","Mathura Road, Bhairon road will work on the road going from Ring Road to Bhairon Road from 11 am to 4 am, road repairing of L & T will be done by giving a U turn. Please avoid using this route.","Mathura Road, Bhairon road will work on the road going from Ring Road to Bhairon Road from 11 am to 4 am, road repairing of L & T will be done by giving a U turn. Please avoid using this route.",UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,"[{""canonical"": ""Mathura Road"", ""surface"": ""मथुरा रोड""}, {""canonical"": ""Ring Road"", ""surface"": ""रिंग रोड""}]",[],"[""Mathura Road"", ""Ring Road""]",,,,"IIIT-Delhi, Mathura Road, Siddharth Enclave, Jasola, South East Delhi, Delhi, 110020, India","Mathura,  Mathura Road,  Bhairon,  Bhairon,  Bhairon Road,  L,  T,  U,  Please",28.54632595,77.27325504,8
